InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
25_CAERSHIRE_31231,25,31231,Nobilo Svgn Bl MarlborougH,750mL,3,29.97,9.99,2024-12-26,750.0,2,0.34,1392,CONSTELLATION BRANDS INC   
2_ASHBORNE_12212,2,12212,Black Box Svgn Bl,3L,1,15.99,15.99,2024-06-14,3000.0,2,0.45,1392,CONSTELLATION BRANDS INC   
31_HORNSEY_14706,31,14706,Cupcake Prosecco,750mL,4,41.96,10.49,2024-01-15,750.0,2,0.45,9815,WINE GROUP INC             
73_DONCASTER_28238,73,28238,Banfi Pnt Grigio Rime,750mL,1,8.99,8.99,2024-02-18,750.0,2,0.11,516,BANFI PRODUCTS CORP        
49_GARIGILL_3172,49,3172,Skyy Infusions Blood Orange,750mL,1,12.99,12.99,2024-10-29,750.0,1,0.79,11567,CAMPARI AMERICA            
51_ABERDEEN_39413,51,39413,Mirassou Pnt Nr Cntrl Coast,750mL,1,9.99,9.99,2024-06-09,750.0,2,0.11,3252,E & J GALLO WINERY         
61_AETHELNEY_5765,61,5765,Jose Cuervo Lime Margarita,1.75L,1,15.99,15.99,2024-06-14,1750.0,1,1.84,7245,PROXIMO SPIRITS INC.       
17_OLDHAM_2902,17,2902,Stranahan's Colorado Whiskey,750mL,1,49.99,49.99,2024-11-23,750.0,1,0.79,7245,PROXIMO SPIRITS INC.       
62_KILMARNOCK_23049,62,23049,Benziger Svgn Bl N Cst,750mL,1,8.99,8.99,2024-09-05,750.0,2,0.11,9815,WINE GROUP INC             
71_CLARCTON_4249,71,4249,Capt Morgan White Coconut,750mL,1,12.99,12.99,2024-07-03,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
32_MOUNTMEND_3625,32,3625,Absolut 80 Proof,750mL,1,17.99,17.99,2024-02-06,750.0,1,0.79,17035,PERNOD RICARD USA          
31_HORNSEY_5391,31,5391,Kamora Coffee,1.75L,3,47.97,15.99,2024-06-07,1750.0,1,5.51,12546,JIM BEAM BRANDS COMPANY    
25_CAERSHIRE_18533,25,18533,Candia Vyds Diamond,750mL,1,14.99,14.99,2024-12-11,750.0,2,0.11,90046,CANDIA VINEYARDS           
34_PITMERDEN_6593,34,6593,Souverain Chard N Cst,750mL,1,9.99,9.99,2024-12-10,750.0,2,0.11,3252,E & J GALLO WINERY         
74_PAENTMARWY_17187,74,17187,The Messenger Telegram Red 2,750mL,1,9.99,9.99,2024-10-21,750.0,2,0.11,10754,PERFECTA WINES             
62_KILMARNOCK_7345,62,7345,M & R Asti,750mL,1,9.99,9.99,2024-08-28,750.0,2,0.11,480,BACARDI USA INC            
28_LARNWICK_36378,28,36378,MezzaCorona Pnt Grigio,1.5L,2,18.98,9.49,2024-05-01,1500.0,2,0.45,9165,ULTRA BEVERAGE COMPANY LLP 
32_MOUNTMEND_8512,32,8512,Baileys Irish Cream,750mL,1,19.99,19.99,2024-10-25,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
9_BLACKPOOL_1365,9,1365,Stoli Mini Bar 5/50mLs Pack,50mL 5 Pk,1,7.99,7.99,2024-02-15,50.0,1,0.05,8664,"STOLI GROUP,(USA) LLC      "
38_GOULCREST_18535,38,18535,Candia Vyds Ice Storm,375mL,1,27.99,27.99,2024-11-19,375.0,2,0.06,90046,CANDIA VINEYARDS           
20_BREDWARDINE_4798,20,4798,Sambuca Romana Liqueur,50mL,5,9.95,1.99,2024-09-28,50.0,1,0.26,3960,DIAGEO NORTH AMERICA INC   
28_LARNWICK_3650,28,3650,Patron Silver Tequila,750mL,1,48.99,48.99,2024-12-24,750.0,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
39_EASTHALLOW_6216,39,6216,Taylor Tawny Port,1.5L,1,7.99,7.99,2024-10-14,1500.0,2,0.22,1392,CONSTELLATION BRANDS INC   
2_ASHBORNE_23464,2,23464,Kendall Jackson Pnt Gris VR,750mL,1,10.99,10.99,2024-11-20,750.0,2,0.11,10000,MAJESTIC FINE WINES        
69_MOUNTMEND_5312,69,5312,Amaretto DiSaronno,750mL,1,22.99,22.99,2024-03-26,750.0,1,0.79,2555,DISARONNO INTERNATIONAL LLC
25_CAERSHIRE_43223,25,43223,Ch Beauchene Cotes du Rhone,750mL,3,29.97,9.99,2024-06-25,750.0,2,0.34,10754,PERFECTA WINES             
42_BLACK HOLLOW_3638,42,3638,Pinnacle Whipped,50mL,4,3.96,0.99,2024-10-01,50.0,1,0.21,12546,JIM BEAM BRANDS COMPANY    
15_WANBORNE_10420,15,10420,Barefoot Moscato Cal,750mL,7,44.03,6.29,2024-03-16,750.0,2,0.79,3252,E & J GALLO WINERY         
6_GOULCREST_6552,6,6552,Harveys Bristol Cream Sherry,1.5L,1,22.99,22.99,2024-04-20,1500.0,2,0.22,12546,JIM BEAM BRANDS COMPANY    
48_NORFOLK_31320,48,31320,La Vieille Ferme Rose Vntoux,750mL,1,6.99,6.99,2024-08-22,750.0,2,0.11,1587,VINEYARD BRANDS INC        
1_HARDERSFIELD_3329,1,3329,Seagrams Extra Smooth Vodka,1.75L,2,29.98,14.99,2024-08-13,1750.0,1,3.67,9165,ULTRA BEVERAGE COMPANY LLP 
55_DRY GULCH_3180,55,3180,New Amsterdam Vodka,1.75L,18,269.82,14.99,2024-01-29,1750.0,1,33.07,3252,E & J GALLO WINERY         
67_EANVERNESS_6655,67,6655,Carlo Rossi Paisano Calif,1.5L,1,6.99,6.99,2024-11-22,1500.0,2,0.22,3252,E & J GALLO WINERY         
59_CLAETHORPES_6867,59,6867,Rodney Strong Pnt Nr,750mL,3,59.97,19.99,2024-08-25,750.0,2,0.34,4425,MARTIGNETTI COMPANIES
17_OLDHAM_2432,17,2432,Crown Royal,750mL,1,24.99,24.99,2024-09-21,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
38_GOULCREST_3020,38,3020,Pinnacle Blueberry Vodka,750mL,4,39.96,9.99,2024-11-21,750.0,1,3.15,12546,JIM BEAM BRANDS COMPANY    
38_GOULCREST_5367,38,5367,Sambuca di Amore,750mL,5,39.95,7.99,2024-11-04,750.0,1,3.94,660,SAZERAC NORTH AMERICA INC. 
41_LARNWICK_1135,41,1135,Rebel Reserve Bourbon,750mL,1,19.99,19.99,2024-12-22,750.0,1,0.79,8352,LUXCO INC                  
67_EANVERNESS_34906,67,34906,Smoking Loon Syrah,750mL,1,9.99,9.99,2024-11-06,750.0,2,0.11,9552,M S WALKER INC             
15_WANBORNE_43590,15,43590,Ch Ste Michelle Indn Wls Cab,750mL,1,15.99,15.99,2024-02-19,750.0,2,0.11,8673,STE MICHELLE WINE ESTATES  
49_GARIGILL_6157,49,6157,Kinky Blue Liqueur,375mL,2,15.98,7.99,2024-03-26,375.0,1,0.79,7153,PINE STATE TRADING CO      
6_GOULCREST_14672,6,14672,Duckhorn Decoy Cab Svgn,750mL,2,33.9,16.95,2024-08-29,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
73_DONCASTER_5739,73,5739,Malibu Rum,50mL,3,5.97,1.99,2024-09-29,50.0,1,0.16,17035,PERNOD RICARD USA          
71_CLARCTON_4241,71,4241,Capt Morgan Spiced Rum,50mL,3,5.97,1.99,2024-06-21,50.0,1,0.16,3960,DIAGEO NORTH AMERICA INC   
24_PALPERROTH_8111,24,8111,Smirnoff 80 Proof,50mL,2,1.98,0.99,2024-04-03,50.0,1,0.1,3960,DIAGEO NORTH AMERICA INC   
10_HORNSEY_25565,10,25565,Black Box Pnt Nr,500mL,1,3.99,3.99,2024-09-02,500.0,2,0.08,1392,CONSTELLATION BRANDS INC   
64_CESTERFIELD_5187,64,5187,Arrow White Creme de Cacao,750mL,1,7.99,7.99,2024-07-16,750.0,1,0.79,8352,LUXCO INC                  
48_NORFOLK_6688,48,6688,Ch St Jean Chard California,750mL,6,53.7,8.95,2024-02-28,750.0,2,0.68,9819,TREASURY WINE ESTATES      
66_EANVERNESS_44494,66,44494,Smoking Loon Pnt Grigio Cal,750mL,1,7.99,7.99,2024-04-17,750.0,2,0.11,9552,M S WALKER INC             
15_WANBORNE_8627,15,8627,Jadot Beaujolais Villages,750mL,1,9.99,9.99,2024-05-18,750.0,2,0.11,4692,KOBRAND CORPORATION        
67_EANVERNESS_24631,67,24631,Acumen Moutainside Red Napa,750mL,1,24.99,24.99,2024-02-15,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
73_DONCASTER_37071,73,37071,Caymus Conundrum White,750mL,4,91.96,22.99,2024-04-01,750.0,2,0.45,4425,MARTIGNETTI COMPANIES
2_ASHBORNE_31186,2,31186,Almaden Merlot Cal B/B,5L,1,15.99,15.99,2024-08-14,5000.0,2,0.75,9815,WINE GROUP INC             
14_BROMWICH_8023,14,8023,DeKuyper Triple Sec,750mL,12,53.88,4.49,2024-12-31,750.0,1,9.45,12546,JIM BEAM BRANDS COMPANY    
49_GARIGILL_2760,49,2760,Jack Daniels Tennessee Honey,1.75L,1,38.99,38.99,2024-04-28,1750.0,1,1.84,1128,BROWN-FORMAN CORP          
51_ABERDEEN_3683,51,3683,Stolichnaya Ohranj,750mL,1,19.99,19.99,2024-02-23,750.0,1,0.79,8664,"STOLI GROUP,(USA) LLC      "
76_DONCASTER_2543,76,2543,Darnley's View Gin,750mL,1,23.99,23.99,2024-05-04,750.0,1,0.79,6785,PALM BAY INTERNATIONAL INC 
67_EANVERNESS_6477,67,6477,Avion Tequila 3/50ml Sampler,50mL 3 Pk,1,9.99,9.99,2024-01-01,50.0,1,0.05,17035,PERNOD RICARD USA          
19_WINTERVALE_1424,19,1424,Bulleit Bourbon,375mL,1,13.99,13.99,2024-08-20,375.0,1,0.39,3960,DIAGEO NORTH AMERICA INC   
70_KELD_35393,70,35393,Tohu Svgn Bl Marlboro,750mL,2,27.98,13.99,2024-09-21,750.0,2,0.22,9552,M S WALKER INC             
75_BARNCOMBE_2432,75,2432,Crown Royal,750mL,6,137.94,22.99,2024-12-30,750.0,1,4.72,3960,DIAGEO NORTH AMERICA INC   
34_PITMERDEN_17176,34,17176,Beringer Classic Chard,1.5L,5,49.95,9.99,2024-04-09,1500.0,2,1.12,9819,TREASURY WINE ESTATES      
76_DONCASTER_26143,76,26143,R Mondavi Pvt Sel Svgn Bl,750mL,6,47.94,7.99,2024-07-25,750.0,2,0.68,1392,CONSTELLATION BRANDS INC   
34_PITMERDEN_25046,34,25046,Bully Hill Love My Goat Rd,750mL,1,10.99,10.99,2024-09-10,750.0,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
25_CAERSHIRE_10359,25,10359,Adelsheim Elizbth RSV Pnt Nr,750mL,4,191.96,47.99,2024-10-17,750.0,2,0.45,9552,M S WALKER INC             
21_BALERNO_5356,21,5356,Kahlua,375mL,2,19.98,9.99,2024-04-16,375.0,1,0.79,17035,PERNOD RICARD USA          
8_ALNERWICK_28239,8,28239,Fetzer Eagle Peak Merlot,1.5L,1,12.99,12.99,2024-01-07,1500.0,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
34_PITMERDEN_19270,34,19270,Veuve Clicquot Brut Yellow,375mL,1,24.99,24.99,2024-10-11,375.0,2,0.06,8112,MOET HENNESSY USA INC      
75_BARNCOMBE_5447,75,5447,Jagermeister Liqueur,375mL,1,9.99,9.99,2024-10-10,375.0,1,0.39,3089,SIDNEY FRANK IMPORTING CO  
28_LARNWICK_3658,28,3658,Patron Anejo Tequila,750mL,1,58.99,58.99,2024-04-17,750.0,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
44_PORTHCRAWL_3568,44,3568,Pearl Cucumber Vodka,50mL,1,0.99,0.99,2024-06-28,50.0,1,0.05,8352,LUXCO INC                  
11_CARDEND_43922,11,43922,Farnum Hill Farmhouse Cider,750mL,1,8.99,8.99,2024-03-29,750.0,2,0.11,90027,POVERTY LANE ORCHARDS      
38_GOULCREST_31318,38,31318,Ch de la Ragotiere Muscadet,750mL,1,13.99,13.99,2024-02-05,750.0,2,0.11,1587,VINEYARD BRANDS INC        
60_IRRAGIN_26356,60,26356,Le Val Grenache Rose,750mL,2,21.98,10.99,2024-09-30,750.0,2,0.22,10754,PERFECTA WINES             
7_STANMORE_8264,7,8264,Ch Ste Michelle Rsl,750mL,6,71.94,11.99,2024-09-16,750.0,2,0.68,8673,STE MICHELLE WINE ESTATES  
76_DONCASTER_8018,76,8018,La Vieille Ferme Red Ventoux,750mL,5,37.45,7.49,2024-04-29,750.0,2,0.56,1587,VINEYARD BRANDS INC        
49_GARIGILL_5391,49,5391,Kamora Coffee,1.75L,3,47.97,15.99,2024-08-08,1750.0,1,5.51,12546,JIM BEAM BRANDS COMPANY    
12_LEESIDE_26016,12,26016,Kuleto Native Son Napa Red,750mL,2,27.98,13.99,2024-09-04,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
7_STANMORE_3545,7,3545,Ketel One Vodka,1.75L,2,59.98,29.99,2024-01-28,1750.0,1,3.67,3960,DIAGEO NORTH AMERICA INC   
60_IRRAGIN_2170,60,2170,Woodford Reserve Bourbon,50mL,1,3.49,3.49,2024-01-15,50.0,1,0.05,1128,BROWN-FORMAN CORP          
36_LEWES_3345,36,3345,Bombay Sapphire Gin,50mL,3,5.97,1.99,2024-09-03,50.0,1,0.16,480,BACARDI USA INC            
43_WOLFORD_5367,43,5367,Sambuca di Amore,750mL,9,76.41,8.49,2024-02-26,750.0,1,7.09,660,SAZERAC NORTH AMERICA INC. 
23_ARBINGTON_13052,23,13052,Ch Ste Michelle Gewurz Colum,750mL,1,9.99,9.99,2024-03-07,750.0,2,0.11,8673,STE MICHELLE WINE ESTATES  
7_STANMORE_1376,7,1376,Jim Beam,1.75L,7,160.93,22.99,2024-01-16,1750.0,1,12.86,12546,JIM BEAM BRANDS COMPANY    
32_MOUNTMEND_3924,32,3924,Espolon Blanco Tequila,750mL,1,26.99,26.99,2024-10-07,750.0,1,0.79,11567,CAMPARI AMERICA            
35_HALIVAARA_31320,35,31320,La Vieille Ferme Rose Vntoux,750mL,1,6.99,6.99,2024-08-05,750.0,2,0.11,1587,VINEYARD BRANDS INC        
27_MOUNTMEND_44452,27,44452,Ravenswood Zen of Zin Znfdl,750mL,1,10.99,10.99,2024-12-05,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
41_LARNWICK_4264,41,4264,Capt Morgan Spiced Rum Trav,750mL,4,59.96,14.99,2024-10-22,750.0,1,3.15,3960,DIAGEO NORTH AMERICA INC   
21_BALERNO_6960,21,6960,Cooks Brut,750mL,6,41.94,6.99,2024-05-20,750.0,2,0.68,1392,CONSTELLATION BRANDS INC   
67_EANVERNESS_14852,67,14852,Mooiplaas The Bean Pinotage,750mL,2,29.98,14.99,2024-10-01,750.0,2,0.22,90047,CRUSH WINES                
33_HORNSEY_8627,33,8627,Jadot Beaujolais Villages,750mL,4,31.8,7.95,2024-03-31,750.0,2,0.45,4692,KOBRAND CORPORATION        
55_DRY GULCH_38473,55,38473,Adelsheim Pnt Gris Ore,750mL,1,15.99,15.99,2024-03-31,750.0,2,0.11,9552,M S WALKER INC             
58_HARTLEPOOL_2792,58,2792,Jim Beam Apple,50mL,7,6.93,0.99,2024-02-05,50.0,1,0.37,12546,JIM BEAM BRANDS COMPANY    
50_MOUNTMEND_14006,50,14006,Apothic Winemakers Red Blend,750mL,2,19.98,9.99,2024-02-01,750.0,2,0.22,3252,E & J GALLO WINERY         
76_DONCASTER_4199,76,4199,Sauza Blanco Tequila,1.75L,2,45.98,22.99,2024-08-30,1750.0,1,3.67,12546,JIM BEAM BRANDS COMPANY    
25_CAERSHIRE_35375,25,35375,Hess Allomi Cab Svgn,750mL,4,119.96,29.99,2024-06-06,750.0,2,0.45,4425,MARTIGNETTI COMPANIES
9_BLACKPOOL_6879,9,6879,Maurice's Mentholated Mint,50mL,2,1.98,0.99,2024-02-14,50.0,1,0.1,9552,M S WALKER INC             
72_HARDERSFIELD_38179,72,38179,Rex Goliath Chard,750mL,5,29.95,5.99,2024-11-04,750.0,2,0.56,1392,CONSTELLATION BRANDS INC   
59_CLAETHORPES_46023,59,46023,Spellbound Petite Sirah Cal,750mL,1,13.99,13.99,2024-01-28,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
64_CESTERFIELD_3180,64,3180,New Amsterdam Vodka,1.75L,2,37.98,18.99,2024-07-03,1750.0,1,3.67,3252,E & J GALLO WINERY         
38_GOULCREST_31318,38,31318,Ch de la Ragotiere Muscadet,750mL,1,10.99,10.99,2024-01-30,750.0,2,0.11,1587,VINEYARD BRANDS INC        
77_TAMWORTH_5334,77,5334,Kahlua Especial,750mL,1,24.99,24.99,2024-01-14,750.0,1,0.79,17035,PERNOD RICARD USA          
38_GOULCREST_17024,38,17024,Marques de Caceres Albarino,750mL,1,12.99,12.99,2024-05-07,750.0,2,0.11,1587,VINEYARD BRANDS INC        
44_PORTHCRAWL_14805,44,14805,Ninety+Cellars Lot 23 Malbec,750mL,1,8.99,8.99,2024-11-23,750.0,2,0.11,4950,LATITUDE BEVERAGE COMPANY  
77_TAMWORTH_2164,77,2164,New Amsterdam Gin,1.75L,2,33.98,16.99,2024-03-05,1750.0,1,3.67,3252,E & J GALLO WINERY         
50_MOUNTMEND_3679,50,3679,Chopin Vodka,750mL,1,21.99,21.99,2024-05-23,750.0,1,0.79,6213,MHW LTD                    
34_PITMERDEN_27056,34,27056,Klinker Brick Cab Svgn Lodi,750mL,1,16.99,16.99,2024-10-20,750.0,2,0.11,9552,M S WALKER INC             
31_HORNSEY_3607,31,3607,Smirnoff Citrus Vodka,50mL,2,1.98,0.99,2024-01-19,50.0,1,0.1,3960,DIAGEO NORTH AMERICA INC   
48_NORFOLK_8680,48,8680,Crown Royal,1.75L,8,319.92,39.99,2024-04-13,1750.0,1,14.7,3960,DIAGEO NORTH AMERICA INC   
66_EANVERNESS_23116,66,23116,Patz & Hall Sonoma Cst Chard,750mL,1,32.99,32.99,2024-07-15,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
51_ABERDEEN_3745,51,3745,Taaka Vodka Traveler,750mL,2,9.98,4.99,2024-02-07,750.0,1,1.57,8004,SAZERAC CO INC             
22_SHARNWICK_5438,22,5438,Emmets Irish Cream,750mL,1,9.99,9.99,2024-12-02,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
44_PORTHCRAWL_40801,44,40801,Sileni Sauvignon Blanc,750mL,1,10.99,10.99,2024-09-01,750.0,2,0.11,7153,PINE STATE TRADING CO      
20_BREDWARDINE_4124,20,4124,Blue Chair Bay Banana Cream,50mL,2,1.98,0.99,2024-11-22,50.0,1,0.1,6213,MHW LTD                    
56_BEGGAR'S HOLE_33683,56,33683,R Mondavi Privt Slct Chard,1.5L,1,15.99,15.99,2024-09-27,1500.0,2,0.22,1392,CONSTELLATION BRANDS INC   
12_LEESIDE_3728,12,3728,Absolut Citron,1.75L,1,24.99,24.99,2024-08-06,1750.0,1,1.84,17035,PERNOD RICARD USA          
7_STANMORE_757,7,757,Jim Beam Rye,750mL,1,18.99,18.99,2024-12-20,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
6_GOULCREST_7990,6,7990,Noilly Prat Sweet Vermouth,Liter,2,19.98,9.99,2024-04-02,1000.0,1,2.1,480,BACARDI USA INC            
53_HILLFAR_5191,53,5191,Fireball Cinnamon Whiskey,375mL,2,19.98,9.99,2024-05-19,375.0,1,0.79,8004,SAZERAC CO INC             
55_DRY GULCH_34427,55,34427,Frei Bros RSV Cab Svgn Alex,750mL,2,43.98,21.99,2024-01-09,750.0,2,0.22,3252,E & J GALLO WINERY         
57_LANTEGLOS_39411,57,39411,Mirassou Chard Cntrl Coast,750mL,1,9.99,9.99,2024-05-27,750.0,2,0.11,3252,E & J GALLO WINERY         
76_DONCASTER_5962,76,5962,Vermont Ice Maple Creme,750mL,2,49.98,24.99,2024-11-11,750.0,1,1.57,9165,ULTRA BEVERAGE COMPANY LLP 
30_CULCHETH_4089,30,4089,Capt Morgan White,1.75L,2,39.98,19.99,2024-05-01,1750.0,1,3.67,3960,DIAGEO NORTH AMERICA INC   
19_WINTERVALE_4670,19,4670,Bacardi Dragon Berry Rum,375mL,1,5.99,5.99,2024-04-11,375.0,1,0.39,480,BACARDI USA INC            
38_GOULCREST_6375,38,6375,Christian Bros Dry Sherry,750mL,1,5.49,5.49,2024-04-29,750.0,2,0.11,3924,HEAVEN HILL DISTILLERIES   
24_PALPERROTH_6420,24,6420,R M Woodbridge Chard Cal,750mL,1,6.99,6.99,2024-12-02,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
75_BARNCOMBE_5197,75,5197,Southern Comfort,375mL,1,7.99,7.99,2024-06-12,375.0,1,0.39,1128,BROWN-FORMAN CORP          
36_LEWES_8905,36,8905,Livingston Cellars Red Rose,3L,2,23.98,11.99,2024-03-02,3000.0,2,0.9,3252,E & J GALLO WINERY         
6_GOULCREST_17216,6,17216,Gerard Metz Pnt Gris,750mL,1,17.99,17.99,2024-09-01,750.0,2,0.11,90024,VINILANDIA USA             
38_GOULCREST_41254,38,41254,Ch St Jean Merlot Cal,750mL,4,35.8,8.95,2024-11-04,750.0,2,0.45,9819,TREASURY WINE ESTATES      
13_TARMSWORTH_7715,13,7715,Andre Extra Dry,750mL,2,11.98,5.99,2024-01-08,750.0,2,0.22,3252,E & J GALLO WINERY         
3_HORNSEY_1220,3,1220,Woodford Reserve Bourbon,750mL,1,30.99,30.99,2024-09-29,750.0,1,0.79,1128,BROWN-FORMAN CORP          
71_CLARCTON_3356,71,3356,Svedka Vodka,375mL,1,5.99,5.99,2024-01-04,375.0,1,0.39,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_2143,1,2143,Canadian Mist,1.75L,8,103.92,12.99,2024-10-21,1750.0,1,14.7,1128,BROWN-FORMAN CORP          
61_AETHELNEY_11219,61,11219,Josh Cellars Cab Svgn Sonoma,750mL,5,64.75,12.95,2024-10-27,750.0,2,0.56,4425,MARTIGNETTI COMPANIES
30_CULCHETH_5292,30,5292,Rumpleminze,750mL,1,19.99,19.99,2024-05-12,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
76_DONCASTER_5404,76,5404,E & J Superior Rsv VSOP,375mL,1,5.49,5.49,2024-09-15,375.0,1,0.39,3252,E & J GALLO WINERY         
35_HALIVAARA_36992,35,36992,Duck Pond Willamette Pnt Nr,750mL,1,17.99,17.99,2024-05-20,750.0,2,0.11,10754,PERFECTA WINES             
75_BARNCOMBE_39708,75,39708,R Mondavi Pvt Sln Pnt Grigio,750mL,1,8.99,8.99,2024-12-18,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
55_DRY GULCH_4480,55,4480,Appleton Special Gold Rum,750mL,2,29.98,14.99,2024-11-23,750.0,1,1.57,11567,CAMPARI AMERICA            
13_TARMSWORTH_3527,13,3527,Reyka Vodka,1.75L,1,29.99,29.99,2024-07-20,1750.0,1,1.84,3664,WILLIAM GRANT & SONS INC   
66_EANVERNESS_24535,66,24535,Giesen Svgn Bl,750mL,2,21.98,10.99,2024-07-11,750.0,2,0.22,653,STATE WINE & SPIRITS   
9_BLACKPOOL_39412,9,39412,Mirassou Merlot Cal,750mL,3,29.97,9.99,2024-12-21,750.0,2,0.34,3252,E & J GALLO WINERY         
38_GOULCREST_16174,38,16174,Inkblot Cab Franc,750mL,1,35.99,35.99,2024-07-21,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
14_BROMWICH_497,14,497,Capt Morgan Spiced Rum,Liter,6,119.94,19.99,2024-03-24,1000.0,1,6.3,3960,DIAGEO NORTH AMERICA INC   
55_DRY GULCH_3821,55,3821,Smirnoff Vanilla Vodka,750mL,5,64.95,12.99,2024-10-28,750.0,1,3.94,3960,DIAGEO NORTH AMERICA INC   
79_BALLYMENA_44340,79,44340,Irony Pnt Nr Monterey,750mL,1,12.99,12.99,2024-06-16,750.0,2,0.11,2242,DELICATO VINEYARDS INC     
69_MOUNTMEND_32649,69,32649,Beringer Classic Wh Merlot,1.5L,2,19.98,9.99,2024-08-22,1500.0,2,0.45,9819,TREASURY WINE ESTATES      
40_BULLMAR_37527,40,37527,Redwood Creek Pnt Grigio,1.5L,1,10.99,10.99,2024-03-13,1500.0,2,0.22,3252,E & J GALLO WINERY         
46_TYWARDREATH_2026,46,2026,Camarena Silver Tequila,750mL,1,18.99,18.99,2024-02-04,750.0,1,0.79,3252,E & J GALLO WINERY         
10_HORNSEY_5822,10,5822,Ryans Irish Cream,375mL,1,7.99,7.99,2024-06-12,375.0,1,0.39,8004,SAZERAC CO INC             
55_DRY GULCH_15466,55,15466,Mirassou Moscato,750mL,1,9.99,9.99,2024-12-22,750.0,2,0.11,3252,E & J GALLO WINERY         
17_OLDHAM_3607,17,3607,Smirnoff Citrus Vodka,50mL,2,1.98,0.99,2024-12-30,50.0,1,0.1,3960,DIAGEO NORTH AMERICA INC   
67_EANVERNESS_8553,67,8553,Dekuyper Blue Curacao,750mL,1,6.99,6.99,2024-09-20,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
74_PAENTMARWY_4211,74,4211,Cruzan Passion Fruit Rum,750mL,3,29.97,9.99,2024-07-22,750.0,1,2.36,12546,JIM BEAM BRANDS COMPANY    
11_CARDEND_14672,11,14672,Duckhorn Decoy Cab Svgn,750mL,24,479.76,19.99,2024-07-08,750.0,2,2.7,4425,MARTIGNETTI COMPANIES
67_EANVERNESS_25776,67,25776,Canvasback Red Mtn Cab Svgn,750mL,1,38.99,38.99,2024-08-06,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
68_SOLARIS_41072,68,41072,Angeline Pnt Nr Rsv,750mL,1,14.99,14.99,2024-06-17,750.0,2,0.11,9552,M S WALKER INC             
65_LUTON_3276,65,3276,Gordons London Dry,1.75L,2,29.98,14.99,2024-12-13,1750.0,1,3.67,3960,DIAGEO NORTH AMERICA INC   
72_HARDERSFIELD_5185,72,5185,Irish Manor Irish Cream,1.75L,2,39.98,19.99,2024-05-21,1750.0,1,3.67,4380,CHARLES JACQUIN ET CIE INC 
76_DONCASTER_14054,76,14054,Seaglass Rsl,750mL,5,44.95,8.99,2024-09-08,750.0,2,0.56,8892,TRINCHERO FAMILY ESTATES   
76_DONCASTER_23143,76,23143,Bogle Chard,750mL,22,174.9,7.95,2024-11-26,750.0,2,2.47,4425,MARTIGNETTI COMPANIES
14_BROMWICH_811,14,811,Jack Daniels No 7 Black,Liter,2,63.98,31.99,2024-11-11,1000.0,1,2.1,1128,BROWN-FORMAN CORP          
37_PAETHSMOUTH_3738,37,3738,Three Olives Chocolate Vodka,750mL,1,11.99,11.99,2024-01-31,750.0,1,0.79,7245,PROXIMO SPIRITS INC.       
41_LARNWICK_29248,41,29248,Toasted Head Chard,750mL,2,21.98,10.99,2024-09-08,750.0,2,0.22,1392,CONSTELLATION BRANDS INC   
13_TARMSWORTH_38181,13,38181,Rex Goliath Pnt Nr,750mL,1,5.99,5.99,2024-11-17,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
40_BULLMAR_3696,40,3696,Gilbeys Vodka,1.75L,2,21.98,10.99,2024-11-18,1750.0,1,3.67,12546,JIM BEAM BRANDS COMPANY    
23_ARBINGTON_5356,23,5356,Kahlua,375mL,1,9.99,9.99,2024-02-10,375.0,1,0.39,17035,PERNOD RICARD USA          
16_LUNDY_3630,16,3630,Stolichnaya Razberi,1.75L,1,24.99,24.99,2024-05-07,1750.0,1,1.84,8664,"STOLI GROUP,(USA) LLC      "
73_DONCASTER_3658,73,3658,Patron Anejo Tequila,750mL,1,58.99,58.99,2024-12-03,750.0,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
